GivenName,Surname
Lothair,Durepos
Holly,Raymond
Eglantine,Perrault
Blondelle,Lachapelle
Daisi,Royer
Trinette,Brousseau
Adrien,Lambert
Royale,Sacré
Royale,Lepage
Germain,Mailhot
Quincy,Brousse
Matilda,Tanguay
Bayard,Poirier
Philippe,Gendron
Ogier,Tremblay
Fabrice,Pellerin
Alphonsine,Sciverit
Alaine,Couet
Logistilla,Croteau
Marine,Chrétien
Adélaïde,Champagne
Merle,Caron
Anouk,Rancourt
Frontino,Desroches
William,Pariseau
Davet,Gauvin
Aymon,Pelland
Monique,Labrecque
Felicien,Laprise
Burkett,Vaillancour
Carole,Gougeon
Dexter,Mouet
Éléonore,Pitre
Charlot,Brousseau
Annette,Quinn
Amarante,Pinette
Margaux,Verreau
Tanguy,Michaud
Perrin,Jomphe
Platt,Franchet
Ray,Mouet
Garland,"Des Meaux"
Jeannine,Léveillé
Arber,Ruest
Granville,Lachance
Jolie,Monrency
Perrin,Babin
Leal,Gareau
Dominic,Metivier
Martin,Deslauriers
Kari,Dupont
Dominic,Lizotte
Jeannine,St-Pierre
Ranger,Trudeau
Mireille,Huppé
Claude,Descoteaux
Marveille,Clavette
Aleron,Miron
Aurélie,Querry
Pierrette,Laberge
Peverell,Duhamel
Liane,Dagenais
Victorine,Querry
Alphonse,Legault
Jeoffroi,Gilbert
Vallis,Huard
Agate,Bélair
Latimer,Cormier
Vaden,Legault
Brunella,Deslauriers
Channing,Beaupré
Colette,Pouliotte
Manville,Ouellet
Agnès,Robillard
Yves,Gagnon
Pauline,"de Chateaub"
Durandana,Villeneuve
Bevis,Gilbert
Joy,Lemelin
Afrodille,Dufour
Guy,Quinn
Montague,Brousse
Slainie,Martel
Jean,Joly
Marshall,Hachée
Barry,Laframboise
Thiery,Giroux
Étienne,Bonenfant
Carole,Mousseau
Wyatt,Laramée
Leala,Miron
Christabel,Blondlot
Agathe,Cloutier
Pierpont,Martineau
Émile,Lefèbvre
Manville,Bourget
Searlas,Chevrette
Avril,Laberge
Odette,Laisné
Éléonore,Plourde
Karel,Dupont
Lirienne,Martineau
Guerin,Beaulé
Scoville,Ratté
Hedvige,Corbeil
Sennet,Martin
Amorette,Gagné
Julienne,Tardif
Océane,Laforge
Tempeste,Auger
André,Lavallée
Charles,Babin
Gemma,Trépanier
Azura,Boucher
Etoile,Tessier
Odo,Côté
Patricia,Quiron
Pénélope,Boutot
Russell,Garreau
Orson,DeGrasse
Peverell,Fecteau
Avent,Huot
Leroy,Parmentier
Alexandre,Guimond
Percy,Busson
Davet,Marseau
Christien,Ruel
Zara,Davignon
Valiant,Jetté
Kerman,Giroux
Garland,Gamelin
Pascal,Lapointe
Astrid,"de Chateaub"
Belisarda,Jolicoeur
Manville,Guilmette
Fifine,L'Angelier
Pierpont,Camus
Arno,Bertrand
Jesper,Houle
Théophile,Fluet
Sophie,Chabot
Jérôme,Therriault
Anouk,Ratté
Bertrand,Ratté
Halette,Parizeau
Raison,Marcil
Rachelle,Boucher
Vachel,Méthot
Viollette,Babin
Manon,Latourelle
Aymon,LaCaille
Grégoire,Camus
Amarante,Boulé
Comforte,Gaulin
Virginie,Sabourin
Eloise,Vadnais
Leal,Dupuy
Yseult,Devost
Élise,Lajoie
Alfred,Chandonnet
Babette,Chandonnet
Michèle,Dupéré
Jay,Desilets
Tilly,Brochu
Odette,Gregoire
Sacripant,Turgeon
Gaetan,Desnoyers
Claudette,Charpentier
Philippine,Sansouci
Rachelle,Gilbert
Gaetane,Quenneville
Auda,Charrette
Christian,Bolduc
Christabel,Lesage
Onfroi,Fournier
Matthieu,Senneville
Aiglentina,Lachapelle
Margaux,Proulx
Sébastien,Fouquet
Maslin,Quiron
Éric,Goulet
Mason,Quenneville
Aloin,Rocheleau
Didier,Parent
Satordi,Bussière
Favor,Chaloux
Fanette,Lamothe
Gustave,Jodoin
Romain,Lavallée
Travers,Fongemie
Jeannine,Veronneau
Eugenia,Perillard
Hélène,Lizotte
Lance,Laux
Louis,Dubé
Arnou,Jobin
Anouk,Brousseau
Dominique,Lagacé
Peppin,Parenteau
Danielle,Morel
Granville,Beaudouin
Zoé,Cyr
Donat,Girard
Vincent,Galarneau
Jeoffroi,Boisvert
Fortun,Chrétien
Gustave,Leroux
Christophe,Vadnais
Mayhew,Marceau
Rachelle,Rocher
Adorlee,Galarneau
Aimée,St-Jean
Orson,Perreault
Élise,Brisette
Rachelle,Despins
Arridano,Faure
Christelle,Paré
Odette,Martel
Harbin,Boutot
Javier,Lécuyer
Ernest,Thivierge
Honoré,Duranseau
Arlette,Covillon
Fletcher,Arsenault
Fanchon,Lacasse
Granville,Lemieux
Villette,Parmentier
Suzette,Chaloux
Platt,Sciverit
Émilie,Lefèbvre
Royale,Labrosse
Fauna,Cuillerier
Lundy,Thériault
Avent,Devoe
Landers,Deschamps
Varden,Brault
Édouard,Gougeon
Clothilde,Bonenfant
Laurence,Josseaume
Claude,Lepage
Senior,Dupuis
Ila,Dufresne
Iven,Fongemie
Ferrau,Lévesque
Louise,Barrette
Orville,"De La Ronde"
Desire,Brochu
Philippe,Fouquet
Éléonore,Loiseau
Mariette,Rancourt
Christabel,Jetté
Damiane,Racicot
Alexandrie,Petrie
Zurie,Caouette
Pénélope,Berthelette
Normand,Therrien
Daniel,Bertrand
Paulette,Grivois
Brigliador,Labrie
Alexandrie,Cartier
Granville,Saindon
Mavise,Chauvet
Felicien,Croteau
Zara,"de Brisay"
Villette,Frappier
Lotye,Hétu
Fabienne,Goddu
Avent,Quessy
Elita,Lafontaine
Bayard,Duffet
Monique,Boisclair
Christien,Quirion
Christabel,Bélair
Telford,Guibord
Calandre,"de Brisay"
Vick,Leblanc
Soren,Therriault
Lyle,Charpie
Lotye,Lamour
Charlot,Abril
Stéphane,Beaulieu
Malagigi,Caya
Gaetan,Vachon
Joseph,Marquis
Grégoire,Roux
Huon,Auberjonois
France,Sevier
Moore,Beauchesne
Henriette,Goguen
Beltane,Rochefort
Cher,Coudert
Javier,Miron
Huette,Durepos
Paien,Favreau
Linette,Guertin
Patricia,Fontaine
Céline,Daigneault
Agnès,Poissonnier
Cloridan,Savard
Maryse,Therriault
Forrest,Boileau
Gérard,David
Clovis,Chalut
Anne,Petit
Arnou,Poissonnier
Jules,Petit
Quennel,St-Jacques
Fleurette,Lussier
Joséphine,Lampron
Aubrey,Desaulniers
Camille,Courtois
Talon,Arcouet
Malagigi,Potvin
Bernard,Dandonneau
Aubrey,Daigneault
Charline,Achin
Louis,Tardif
Calandre,Binet
Norris,Laberge
Charline,Rocher
Ernest,Devost
Constance,D'Avis
Brice,Clément
Vedette,Metivier
Rosemarie,Labossière
Fabienne,Grenier
Barry,Courtois
Marie,Hervé
Harcourt,Monjeau
Mariette,Authier
Arienne,Pouchard
Laure,Dumont
Hugues,Sorel
Senapus,Paré
Frédéric,Raymond
Langley,Ducharme
Eulalie,Desroches
Jacquenett,L'Angelier
Lorraine,Narcisse
Gay,Quenneville
Isabelle,Courtemanche
Auguste,Cormier
Stéphane,Marcoux
Tearlach,Paré
Auriville,"de Brisay"
Amedee,Arsenault
Honore,Huppé
Gérard,Bonami
Marshall,Laliberté
Alice,Meilleur
Christiane,Croquetaigne
Aubrette,Majory
Tempeste,L'Angelier
Parfait,Baril
Margaux,Massé
Roch,Perrault
Bruno,Guay
Avent,D'Aubigné
Vail,Guertin
Charmaine,Saindon
Xarles,D'Aubigné
Lundy,Grignon
Gaetan,Lavallée
Peppin,Legault
Mireille,Lang
Emmeline,LeBatelier
Curtis,Jardine
Chantal,Rouze
Garland,Dufresne
Serge,Fecteau
Laurent,Vaillancour
Harcourt,Dagenais
Christelle,Berthiaume
Océane,Gosselin
Mallory,Moreau
Leal,Majory
Amélie,Monty
Nadine,Fortin
Talon,Beaudoin
Donat,Cartier
Geneviève,Daigle
Margaux,Therrien
Claude,Proulx
Pierrette,Josseaume
Timothée,Perrault
Constance,Sorel
Alice,Chaussée
Faustin,Cuillerier
Gabriel,Plouffe
Mirabelle,Caouette
Josette,Binet
Claude,Alexandre
Jeanette,Dastous
Davet,Compagnon
Dixie,Veilleux
Guy,Fongemie
Roxanne,Savoie
Marveille,Marquis
Maslin,Pelletier
Adrien,Leroy
Mathilde,Labbé
Inès,Laliberté
Oliver,Fréchette
Richard,Collin
Marcel,Parrot
Blondelle,Poisson
Emmeline,Lafond
Audrey,Bazinet
Chapin,Pinette
Damiane,Maheu
Melusina,Barrientos
Eliot,Goddu
Maslin,Bonsaint
Tilly,Chrétien
Henri,Dupuy
Raison,Garnier
Pascaline,Blanchard
Lance,Morneau
Laurette,Marceau
Amber,Bureau
Carolos,Richard
Jessamine,Sciverit
Robert,Durand
Anaïs,Théberge
Nouel,Lajeunesse
Cécile,Charrette
Aubrey,Desjardins
Faye,Truchon
Marcel,Brunelle
Holly,Laisné
Audric,Ruel
Zoé,Charlesbois
Clarice,Durepos
Musette,Hébert
Marguerite,Rocher
Charlotte,Ayot
Saville,Meilleur
Mandel,Therrien
Fabien,Paiement
Prunella,Plourde
Lucille,Despins
Richard,Lacasse
Dorene,Lacombe
Matilda,Lacroix
Rive,Desilets
Vernon,Gaudreau
Romaine,Sauriol
Geoffrey,Duplanty
Peppin,Moreau
Henry,Echeverri
Eulalie,Deschênes
Rosemarie,Arnoux
Ignace,Laframboise
Christelle,Gaudreau
Verrill,Cartier
Ganelon,Lanctot
Barry,Cliche
Loring,Goulet
Éléonore,Champagne
Ambra,Rhéaume
Diane,Simon
Onfroi,Pelletier
Brier,Marceau
Lothair,Marceau
Blondelle,Morel
Sacripant,Charpie
Ormazd,Denis
Loring,Bérubé
Alexandrie,Villeneuve
Millard,Charpentier
Capucine,Flamand
Aubert,Ruel
Channing,Morin
Cosette,Bienvenue
Dalmace,Dostie
Arno,Deblois
Delmare,Duffet
Talbot,Plante
Agnès,Grimard
Jolie,Tougas
Jérôme,Jolicoeur
Paul,D'Aoust
Algernon,Brochu
Ansel,Charpie
Avenall,Tremblay
Bruno,Faubert
Agate,Babin
Marlon,Avare
Michel,DeGrasse
Jérôme,Bazinet
Jules,Gareau
Porter,Côté
Beaufort,Loiselle
Benjamin,Caya
Talon,Desaulniers
Xavier,Lacharité
Talon,Chenard
Ganelon,Miron
Saber,Labonté
Jeanne,Langlais
Daisi,Leduc
Agate,Leroux
Daniel,Vincent
Hélène,Bondy
Iven,Guilmette
Philippine,Paiement
Claudette,Loiseau
Clementine,Langlais
Sophie,Cressac
Sumner,Turcotte
Chappell,Salmons
Robinette,Mousseau
Valérie,Laforest
Cheney,Binet
Aloin,Verreau
Gauthier,Ferland
Théodore,Gaillard
Geoffrey,Paimboeuf
Leroy,Lespérance
Yves,Raymond
Montague,Raymond
Odo,Hachée
Ormazd,Pariseau
Clovis,Franchet
Lucas,Lemaître
Blanchefle,Bordeaux
Jessamine,Desnoyers
Fiacre,Clément
Gallia,Trudeau
Vachel,D'Aubigné
Audrey,Simon
Joséphine,Dostie
Jeanne,D'Avis
Joséphine,Desilets
Roger,Petrie
Galatee,Adler
Tearlach,Goguen
Javier,Lamour
Marlon,Lessard
Xavierre,Beauchamp
Somerville,Chartré
Leal,Labelle
Ambra,Guilmette
Sargent,Ducharme
Aubine,Ricard
Mignonette,Leblanc
Millard,Asselin
Kerman,Martin
Joy,L'Anglais
Harbin,Brochu
Henriette,Bélanger
Patrice,Lavallée
Denis,L'Anglais
Fletcher,Grandbois
Aubrey,Chalut
Merle,Marcoux
Slainie,Leclair
Corinne,Alexandre
Albertine,Mathieu
Sylvie,Francoeur
Faustin,Chandonnet
Gifford,Sansouci
Arnou,Hughes
Azura,Grandpré
Burnell,Belisle
Adèle,Lemaître
Odelette,Trottier
Esperanza,Bourque
Amabella,Bérubé
Audric,Echeverri
Methena,Quinn
Musette,Sacré
Frontino,Tessier
Arnaude,Poirier
Byron,Bureau
Sébastien,Bureau
Pansy,Givry
Denis,Bonnet
Roger,Lachapelle
Julienne,Blais
Dorothée,Pépin
Xavierre,Alexandre
Channing,Brault
Auguste,Étoile
Magnolia,Varieur
Donatien,Truchon
Cloridan,Labrosse
Edmee,Boncoeur
Joy,Jomphe
Bevis,Arsenault
Laure,Deschênes
Tabor,Rancourt
Jeannine,Jardine
"La Roux",Trottier
Lyle,Lang
Aloin,Dumont
Alfred,Thibault
Renée,Marier
Aurore,Bondy
Harbin,Veronneau
Archaimbau,Tessier
Platt,Coulombe
Geneviève,Cliche
Laure,Majory
Beltane,Picard
Grosvenor,Desforges
Beaufort,L'Heureux
Manon,Jomphe
Grégoire,Aubé
Royale,Parizeau
Jeoffroi,Jodoin
Nicolas,Duplanty
Avril,Sirois
Julienne,Paimboeuf
Laurence,Brousse
Jay,Arnoux
Christelle,Lagrange
Iven,Marseau
David,Dubé
Amitee,Josseaume
Arianne,Sicard
Cinderella,Quessy
Laetitia,Gauvin
Mason,Guay
Melville,Cyr
Henry,Vincent
Henriette,Boncoeur
Joséphine,Parenteau
Logistilla,L'Angelier
Blanchefle,Généreux
Raison,Chouinard
Christiane,Barteaux
Dorothée,Carignan
Éric,Piedalue
Brunella,Pouchard
Allyriane,Narcisse
Kari,Courcelle
Dielle,Louis
Gilles,Langelier
Iva,Auclair
Gemma,Dubeau
Ignace,Boucher
Burrell,Chenard
Ranger,Pichette
Telford,Leduc
Aubin,Chartier
Auriville,Narcisse
Afrodille,Rivard
Aubrey,Lefèbvre
Amaury,Lespérance
Constance,Lépicier
Carolos,Leclair
Adrienne,Daigle
Gérard,St-Pierre
Germaine,Angélil
Dominique,Bourque
Tearlach,Dumoulin
Peppin,Lemelin
France,Blanchard
Ganelon,Robillard
Arno,Fecteau
Olivier,Berger
Jay,Viens
Rachelle,Grenier
Musette,Plourde
Rémy,Allaire
Gemma,Pelland
André,Émond
Charlotte,Édouard
Antoine,René
Evrard,Beaudouin
Denise,Clément
Georges,Fongemie
Peverell,Coupart
Donat,Aucoin
Jeannine,Vincent
Élise,Chicoine
Danielle,Franchet
Platt,Desilets
Xavier,Rossignol
Chappell,Artois
Gustave,Tachel
Zerbino,Boncoeur
Rabican,Fongemie
Frontino,Moquin
Rive,Deslauriers
Isaac,Aubin
Roslyn,Larivière
Eleanor,Beaujolie
Corette,Lépicier
Robinette,Goulet
Charline,Plante
Serge,Chalifour
Valérie,Tanguay
Rule,Ailleboust
Lyle,Gamelin
Aimé,Caisse
Langley,Hébert
Royce,Cinq-Mars
Falerina,Bordeleau
Chapin,Baron
Granville,Marcoux
Susanne,Hétu
Cerise,Guibord
Beltane,Fluet
Bayard,Chandonnet
Gabriel,Parizeau
Archaimbau,Laforge
Grosvenor,Mothé
Georgette,Doucet
Gallia,Leduc
Avelaine,D'Avis
Evrard,Bélair
Dominique,Simon
Jules,Massé
Fauna,Allard
Charlotte,Bousquet
Holly,Provencher
Caresse,Labrosse
Eulalie,Crête
Ninette,Garnier
Peverell,Étoile
David,Vallée
Harriette,"De La Ronde"
Emmanuel,Parrot
Esmeraude,Clavet
Henriette,St-Jacques
Stéphane,Marier
Kari,Paimboeuf
Vernon,Sauriol
Alphonsine,Bureau
Josephe,Mercure
Tilly,Deniger
Ancelina,Gabriaux
Harcourt,Favreau
Amabella,Arnoux
Maslin,Bolduc
Platt,Parmentier
Francis,Dandonneau
Jacques,Dufour
Christabel,Charron
Astolpho,Laboissonnière
Eugène,Allain
Brigitte,Leroux
Stéphane,Lacombe
Amarante,Robert
Nicholas,Richer
Robinette,Giguère
Faye,Lamothe
Algernon,Bouvier
Maurelle,Lefèbvre
Methena,Quiron
Fabrice,Guédry
Evrard,Dubé
Parnella,Landry
D'Arcy,Beauchesne
Mercer,Bouchard
Avenall,Norbert
André,Bellefeuille
Guy,Arcouet
Linette,Riquier
Delit,Chassé
Russell,Brunelle
Fayme,Paimboeuf
Edmee,Lafontaine
Philippine,"de Brisay"
Apolline,Givry
Laurent,Dubé
Slainie,Briard
Arridano,Audet
Victorine,Guédry
Wyatt,Doiron
Raymond,Mazuret
Isaac,Gaillard
Maurice,Bonenfant
Anne,Laux
Richard,L'Hiver
Agnès,Chrétien
Laurence,Bédard
Melusina,Berthelette
Marguerite,Lajoie
Burkett,Savard
Roux,Labrecque
Ambra,Guimond
Ogier,Robert
Roland,Maheu
Sidney,Godin
Nadine,Levasseur
Bayard,Lacroix
Maureen,Mailloux
Arnou,Veilleux
Montague,Pirouet
Léon,Parenteau
Renée,Lambert
Henry,Ratté
Iva,Théberge
Ray,Marquis
Olivier,Drouin
Davet,Benoit
Pénélope,Bondy
Vail,Charette
Valentine,Lagueux
Soren,Arcouet
Adorlee,Marcoux
Ancelina,Villeneuve
Jacqueline,Rodrigue
Thierry,Briard
Paul,Leduc
Cerise,Busque
Vallis,Lafrenière
Carine,Desforges
Iva,Richer
André,LaCaille
Marcelle,Compagnon
Amélie,Couturier
Melville,Bergeron
Roxanne,Thériault
Maurice,Couturier
Iven,Daigle
Donat,Vadnais
Eulalie,Poulin
Zdenek,Bouchard
Nicholas,Paquin
Merle,Dostie
Aubine,Lespérance
Michel,Mathieu
Georges,Plouffe
Cinderella,"De La Ronde"
Alice,Laboissonnière
Ermengardi,Bellefeuille
Édith,Lamour
Émilie,Lanteigne
Alice,Beaulé
Medoro,Chrétien
Édouard,Benjamin
Vallis,Quessy
Odette,Bernard
Flordelis,Laisné
Archard,Bolduc
Melville,Charpentier
Aubert,Picard
Avent,Boulé
Fortun,Richard
Mayhew,Patel
Seymour,Pouliotte
Théodore,Cartier
Corinne,Faure
Fealty,Margand
Alacoque,Charette
Gradasso,Chauvet
Damiane,Soucy
Luc,Covillon
Stéphanie,Garceau
Ophelia,Chastain
Percy,Lagueux
Henry,Renaud
Granville,Course
Ancelote,Lachance
Belda,Casgrain
Honoré,Phaneuf
Pierre,Corbeil
Sacripant,Couturier
Babette,Sicard
Pierre,Bellefeuille
Tearlach,Charpie
Adrien,Lacroix
Favor,Gagnon
Lotye,Lereau
Inès,Begin
Alaine,Baron
Eglantine,Labrosse
Oriel,Gervais
Odo,Therrien
Landers,Lanteigne
France,Margand
Aimé,Gaillard
Caroline,Lamothe
Artus,Goudreau
Ila,Langlois
Comforte,Jodoin
Courtland,Moïse
Delmar,Lachapelle
Grosvenor,Chauvin
Neville,Auger
Dielle,Lalonde
Verney,Duval
Jérôme,Quiron
Joséphine,Tanguay
Marthe,Clavet
Alexandrie,Lafrenière
Bertrand,Lepage
Langley,Jardine
Caroline,Lejeune
Legget,Austin
Marthe,Villeneuve
Bayard,Desnoyers
Onfroi,Vertefeuille
Denise,Tessier
Amorette,Daviau
Dielle,Beaujolie
Zerbino,LaGrande
Tanguy,David
Matilda,Berthelette
Ray,Rodrigue
Brunella,Dionne
Toussaint,Chesnay
Orva,Lafontaine
Loring,LaCaille
Capucine,"de Chateaub"
Coralie,Bureau
Jewel,Bureau
Clothilde,Salois
Franck,Meunier
Orville,Arpin
Melisande,Lanoie
Iva,Huard
Claude,Auger
Agrican,Saucier
Desire,Lazure
Aya,Echeverri
Maurelle,Laux
Ancelote,Vaillancourt
Pascal,Bler
Ermengardi,Champagne
Albracca,Sirois
Sacripant,Galarneau
Manon,Favreau
Caroline,Jardine
Cammile,Migneault
Susanne,Neufville
Ninette,Lapierre
Isaac,Moïse
Rachelle,Brunelle
Marcelle,Ouellet
Avril,Bois
Victor,Lepage
Satordi,Josseaume
Vick,Laderoute
Jessamine,Charest
Alfred,Dupuis
Chandler,Laberge
Jay,Savard
Peverell,Laforest
Sabine,Poulin
Étienne,Roy
Coralie,Savard
Diane,Courtois
Etoile,Bonnet
Fanchon,Leblanc
Vaden,Potvin
Dominique,Coulombe
Christian,Massé
Agathe,Fremont
Louise,Bolduc
Michel,Ratté
Blanchefle,Parrot
Gabriel,Marcoux
Jules,Leduc
Dalmace,Avare
Saville,Sylvain
Michel,CinqMars
Vignette,Gladu
Hardouin,Voisine
Céline,Beaujolie
Aurélie,Bourgeau
Matilda,Bilodeau
Fleurette,Arnoux
Théodore,Laux
Donatien,Durand
Hugues,Mousseau
Maureen,Deblois
Patrick,Bouchard
Gilles,Plouffe
David,Beaujolie
Leone,Bernard
Artus,Duplanty
Ninette,Chauvet
Thiery,Turgeon
Amélie,Brasseur
Yolette,Marchesseault
Neville,Bellemare
Albertine,Vertefeuille
Yolande,Loiseau
Perrin,Courtemanche
Éléonore,Sanschagrin
Belisarda,D'Avis
Olivie,Sarrazin
Pierrette,Charest
Delphine,Grivois
Loyal,Fournier
Patrick,Chaloux
Thérèse,Fouquet
Merle,Caron
Fantina,Truchon
Arber,Michel
Albertine,Hachée
Luc,Routhier
Philip,Guérette
Charlot,Cartier
Émilie,Deniger
Pinabel,Laboissonnière
Vachel,Goguen
Tanguy,Lapointe
Sargent,Demers
Estelle,Dubé
Merlin,Miron
Aurore,Brasseur
Prewitt,Rouleau
Léon,Pinette
Romaine,Tétrault
Jacquenett,Bousquet
Vachel,Lereau
Dreux,Miron
Merle,Sanschagrin
Charles,Trudeau
Durandana,Blondlot
Laurene,Gamache
Albracca,Saindon
Sidney,Levasseur
Céline,Parizeau
Élodie,Jodion
Astolpho,Chicoine
Somer,Leblanc
Fanette,Voisine
Roch,Tardif
Hugues,Lamy
Artus,Souplet
Searlas,Marcoux
Dominic,Brisette
Soren,Salmons
Ferrau,Goudreau
Dixie,Dupéré
Linette,Morin
Hamilton,Compagnon
Saber,Guernon
Delit,Bourgeau
Émilie,David
Victor,Pinneau
Capucine,Chastain
Marc,"Des Meaux"
Aceline,LaGrande
Ganelon,Ducharme
Alain,Lachance
Serge,Berthiaume
Roger,Pinette
Étienne,Lanctot
Gilbert,Lapresse
Perrin,Cousteau
Bruce,Jetté
Langley,Saurel
Leala,Mercure
Jolie,Martin
Melville,Langlois
David,Gauvin
Didiane,Berie
Philippine,Sacré
Stéphane,Labbé
Gaetane,Lambert
Amarante,Caya
Aleron,Cyr
Mirabelle,Rousseau
D'Arcy,Jodoin
Wyatt,Galarneau
Astrid,Roy
Océane,Leblanc
Ogier,Voisine
Charmaine,Simard
Josette,Huppé
Holly,Querry
Roch,Bellefeuille
Sargent,Proulx
Aubine,Laforge
Falerina,Grivois
Daisi,Hachée
Avenall,Lussier
Patience,Bourgouin
Patience,Marceau
Crescent,Bonnet
Marsilius,Patel
Aceline,Gauthier
Thiery,"Du Trieux"
Tanguy,Turcotte
Marcelle,Demers
Fabrice,Labelle
Latimer,Beauchamps
Tearlach,Ratté
Nicolette,LaCaille
Laurette,Berthelette
Florus,Tollmache
Grosvenor,Coudert
Fabien,Austin
Mirabelle,Primeau
Victor,Quinn
Eugène,Maheu
Arienne,Turgeon
Aubrey,Chesnay
Crescent,Lafontaine
Frédéric,Begin
Arienne,Lamare
Bayard,Coudert
Evrard,Boulé
Pansy,Deniger
Pinabel,Louis
Seymour,Laisné
Eloise,Lejeune
Adrien,Couturier
Dixie,Arnoux
Voleta,Despins
Cloridan,Bérubé
Angelette,Perrault
Quincy,Hétu
Arnaud,Desilets
Germaine,Desjardins
Germain,Maheu
Crescent,Mathieu
Thibaut,Longpré
Orson,Brousse
Dorothée,Dostie
Fabienne,Jodoin
Astrid,LaGrande
Dielle,Arnoux
Bertrand,Paradis
Valérie,Desaulniers
Emmanuelle,Favreau
Talon,L'Anglais
Garland,Houle
Warrane,Sansouci
Millicent,Gadbois
Gauthier,Galarneau
Blanche,Saucier
Laurence,Souplet
Édouard,Chrétien
Clarice,Jacques
Marcel,Chaussée
Afrodille,Brousseau
Nicolas,Crête
Rabican,Pouchard
Quennel,St-Pierre
Iven,Lachance
Aubert,Fecteau
Valiant,Allain
Artus,Charpentier
Leroy,Lauzier
Yseult,Larivière
Germaine,Rochon
Malagigi,Labrecque
Hugh,Jalbert
Rosemarie,Ménard
Galatee,Chnadonnet
Ophelia,Veilleux
Hamilton,Lesage
Albracca,Paré
Sydney,Plante
Étienne,Echeverri
Edmee,Moreau
Henri,Lapointe
Noelle,Benoit
Pénélope,Gamelin
Philip,Givry
Océane,Lemieux
Alfred,Brasseur
Marcelle,Beaudoin
Pierre,Bourgouin
Trinette,Forest
Alexis,Simon
Baptiste,Béland
Hamilton,Forest
Roger,Bernier
Magnolia,Boisclair
Adrienne,Boileau
Brigliador,Quirion
Joséphine,Paquette
Albracca,Dodier
Granville,Charest
Rule,Belisle
Perrin,Chalut
Leone,Lepage
Laurene,Gilbert
Caroline,Dupuis
Honore,Fortin
Ignace,Sorel
Bevis,Déziel
Lucille,Morneau
Gilles,Vaillancour
Mirabelle,Vadnais
Sylvie,Lamy
Moore,Asselin
Ninette,Cliche
Pinabel,Laderoute
Neville,Champagne
Harbin,Norbert
Hedvige,Beaupré
Arianne,Berthelette
Etoile,Royer
Carine,Lesage
Telford,Cadieux
Quennel,Beauchemin
Travers,Galarneau
Davet,Talon
Loyal,Vadnais
Gaetane,Laberge
Gaspar,Monty
Lowell,Douffet
Élise,Trudeau
Anaïs,Jardine
Nouel,Chassé
Chandler,Bizier
Dorothée,Pellerin
Germain,Camus
Suzette,Lesage
Maurice,Lebel
Faustin,Mouet
Chandler,Gingras
Prunella,Gaillou
Charlot,Cloutier
Aymon,Chaloux
Apolline,Bouchard
Scoville,Poirier
Brigliador,Clavet
Florus,Moreau
Marcelle,René
Nicholas,Faucher
Suzette,Lafond
Bevis,Lebrun
Zdenek,Bousquet
Bradamate,LeBatelier
Afrodille,Gadbois
Brice,Ouellet
Roxanne,Phaneuf
Lundy,Patry
Mallory,Lajoie
Arno,Thibodeau
Georgette,Vadnais
Sabine,Desilets
Diane,Desruisseaux
Millicent,Sansouci
Aleron,Morneau
Peverell,Bourgeau
Honoré,Barrière
Édouard,Godin
Telford,Paquin
Jacqueline,Cloutier
Luc,Paradis
Olivie,Beaudouin
Marcelle,Crête
Merlin,Poirier
Théodore,Sansouci
Somerville,Sevier
Logistilla,Riquier
Agrican,Courtois
Eliot,Brousse
Adélaïde,Patenaude
Honore,Crête
Charlot,Daviau
Honoré,Brunelle
Rive,Duranseau
Ogier,"de Chateaub"
Agrican,L'Heureux
Belisarda,Méthot
Maurelle,Fournier
Crescent,Pouchard
Aubine,Michel
Aubrey,Deslauriers
Clothilde,Busque
Théophile,Labrosse
Fleurette,Duval
Inès,Mailloux
Alexandre,Racicot
Verrill,Jodion
Ferragus,Lavoie
Parfait,Dupéré
Laurene,Fouquet
Brier,Boutot
Marthe,DeGrasse
Martine,Sorel
Élise,Rocheleau
Denise,Jolicoeur
Tilly,Achin
Astrid,Poulin
Flordelis,Girard
Mason,Mousseau
Thomas,Roy
Fiacre,Martin
Huon,Parmentier
Arnaude,Daoust
Hedvige,Fongemie
Kerman,Côté
Jolie,Clavette
Roland,Chenard
Cinderella,Bizier
Orville,Moïse
Patrice,Arnoux
Claire,Desruisseaux
Arridano,Lécuyer
Hélène,Ratté
Sidney,Archambault
Tempeste,Cyr
Florence,Frappier
Anouk,Guibord
Jeoffroi,Ruel
Hilaire,Rocheleau
Luce,Moïse
Claude,Gilbert
Tearlach,Turcotte
Ancelina,Beauchesne
Thérèse,Brault
Russell,Beaudoin
Leal,Laurent
Garland,Veilleux
Delphine,Duval
Channing,Morel
Arridano,Franchet
Auriville,Douffet
Frontino,Séguin
Magnolia,Chassé
Joséphine,Dodier
Orane,Majory
Jewel,Mazuret
Ranger,Brisebois
Luce,Dastous
Rémy,Lamour
Jean,Royer
Royden,Marcil
Bellamy,Doucet
Harriette,Dostie
Agathe,Pouliotte
Maryse,Morin
Ferragus,Casgrain
Jolie,Petit
Aleron,Croteau
Cendrillon,CinqMars
Ermengardi,Pouliotte
Josephe,Covillon
Harbin,Gareau
Gradasso,Chauvet
Vail,Bienvenue
Sylvie,Flamand
Auda,Lefèbvre
Charlotte,Deschamps
Alexandre,Jodoin
Madelene,Desnoyers
Mallory,Bertrand
Delit,Beaulieu
